unit_id,timestamp,period,sensor,value,fail,severity,rules
U0015,2008-07-21 11:53:00,train,sensor_059,17.6382,1,warning,rule3
U0015,2008-07-21 11:53:00,train,sensor_103,-0.0041,1,warning,"rule3, rule4"
U0015,2008-07-21 11:53:00,train,sensor_430,400.0,1,warning,rule3
U0015,2008-07-21 11:53:00,train,sensor_510,125.5385,1,warning,rule4
U0016,2008-07-22 00:03:00,train,sensor_021,-2694.75,0,alarm,rule2
U0016,2008-07-22 00:03:00,train,sensor_028,61.2333,0,warning,rule3
U0016,2008-07-22 00:03:00,train,sensor_059,20.4209,0,warning,rule3
U0016,2008-07-22 00:03:00,train,sensor_103,-0.0031,0,warning,"rule3, rule4"
U0016,2008-07-22 00:03:00,train,sensor_163,0.942,0,alarm,rule2
U0016,2008-07-22 00:03:00,train,sensor_430,215.3447,0,alarm,"rule2, rule3, rule4"
U0016,2008-07-22 00:03:00,train,sensor_431,239.1194,0,alarm,rule2
U0016,2008-07-22 00:03:00,train,sensor_510,263.4538,0,warning,rule4
U0017,2008-07-22 02:59:00,train,sensor_021,-5757.25,0,alarm,rule2
U0017,2008-07-22 02:59:00,train,sensor_028,63.3556,0,warning,rule3
U0017,2008-07-22 02:59:00,train,sensor_103,-0.0071,0,warning,rule4
U0017,2008-07-22 02:59:00,train,sensor_163,0.125,0,alarm,rule2
U0017,2008-07-22 02:59:00,train,sensor_430,10.439,0,alarm,"rule2, rule4"
U0017,2008-07-22 02:59:00,train,sensor_431,7.4372,0,alarm,rule2
U0017,2008-07-22 02:59:00,train,sensor_510,68.5315,0,warning,rule4
U0018,2008-07-22 08:41:00,train,sensor_028,60.2444,0,alarm,"rule2, rule3"
U0018,2008-07-22 08:41:00,train,sensor_079,-0.0423,0,alarm,rule2
U0018,2008-07-22 08:41:00,train,sensor_103,-0.0066,0,warning,rule4
U0018,2008-07-22 08:41:00,train,sensor_430,29.4521,0,warning,"rule3, rule4"
U0018,2008-07-22 08:41:00,train,sensor_510,89.7338,0,warning,rule4
U0019,2008-07-22 11:47:00,train,sensor_028,66.2,0,warning,"rule3, rule4"
U0019,2008-07-22 11:47:00,train,sensor_079,-0.0156,0,alarm,rule2
U0019,2008-07-22 11:47:00,train,sensor_103,-0.0052,0,warning,rule4
U0019,2008-07-22 11:47:00,train,sensor_430,18.5821,0,warning,rule4
U0019,2008-07-22 11:47:00,train,sensor_510,102.9126,0,warning,"rule3, rule4"
U0020,2008-07-22 14:00:00,train,sensor_028,65.0778,0,warning,"rule3, rule4"
U0020,2008-07-22 14:00:00,train,sensor_103,-0.0016,0,warning,rule4
U0020,2008-07-22 14:00:00,train,sensor_430,16.5653,0,warning,rule4
U0020,2008-07-22 14:00:00,train,sensor_510,349.2063,0,warning,"rule3, rule4"
U0021,2008-07-22 15:30:00,train,sensor_028,67.2,0,warning,rule4
U0021,2008-07-22 15:30:00,train,sensor_103,-0.0051,0,warning,rule4
U0021,2008-07-22 15:30:00,train,sensor_510,87.8049,0,warning,"rule3, rule4"
U0022,2008-07-23 05:15:00,train,sensor_028,65.1667,0,warning,rule4
U0022,2008-07-23 05:15:00,train,sensor_103,-0.0092,0,warning,rule4
U0022,2008-07-23 05:15:00,train,sensor_510,64.3929,0,warning,"rule3, rule4"
U0023,2008-07-23 19:22:00,train,sensor_028,66.3556,0,warning,rule4
U0023,2008-07-23 19:22:00,train,sensor_103,-0.0072,0,warning,rule4
U0024,2008-07-25 15:23:00,train,sensor_028,62.5,1,warning,rule4
U0024,2008-07-25 15:23:00,train,sensor_079,0.0405,1,warning,rule3
U0025,2008-07-27 04:18:00,train,sensor_021,-2681.75,0,alarm,rule2
U0025,2008-07-27 04:18:00,train,sensor_028,64.6778,0,warning,rule4
U0025,2008-07-27 04:18:00,train,sensor_079,0.0602,0,warning,rule3
U0025,2008-07-27 04:18:00,train,sensor_163,0.89,0,alarm,rule2
U0025,2008-07-27 04:18:00,train,sensor_430,200.0932,0,alarm,rule2
U0025,2008-07-27 04:18:00,train,sensor_431,209.1896,0,alarm,rule2
U0026,2008-07-27 09:37:00,train,sensor_021,-2706.0,0,alarm,"rule2, rule3"
U0026,2008-07-27 09:37:00,train,sensor_028,67.0333,0,warning,rule4
U0026,2008-07-27 09:37:00,train,sensor_163,0.95,0,alarm,rule2
U0026,2008-07-27 09:37:00,train,sensor_430,218.5144,0,alarm,rule2
U0026,2008-07-27 09:37:00,train,sensor_431,228.3244,0,alarm,rule2
U0027,2008-07-27 11:10:00,train,sensor_021,-5611.75,0,alarm,"rule2, rule3"
U0027,2008-07-27 11:10:00,train,sensor_028,68.0333,0,warning,rule4
U0027,2008-07-27 11:10:00,train,sensor_079,0.0055,0,warning,rule4
U0027,2008-07-27 11:10:00,train,sensor_163,0.148,0,alarm,rule2
U0027,2008-07-27 11:10:00,train,sensor_430,9.6583,0,alarm,rule2
U0027,2008-07-27 11:10:00,train,sensor_431,23.6455,0,alarm,rule2
U0028,2008-07-27 15:46:00,train,sensor_028,62.8889,0,warning,rule4
U0028,2008-07-27 15:46:00,train,sensor_079,0.0615,0,warning,rule4
U0029,2008-07-27 16:06:00,train,sensor_028,66.1667,0,warning,rule4
U0029,2008-07-27 16:06:00,train,sensor_079,0.0775,0,warning,rule4
U0030,2008-07-27 16:49:00,train,sensor_028,65.6333,0,warning,rule4
U0030,2008-07-27 16:49:00,train,sensor_079,0.0602,0,warning,rule4
U0031,2008-07-27 20:24:00,train,sensor_059,29.5109,0,warning,rule3
U0031,2008-07-27 20:24:00,train,sensor_079,0.0729,0,alarm,"rule2, rule3, rule4"
U0032,2008-07-27 22:28:00,train,sensor_059,13.1482,0,warning,rule3
U0033,2008-07-27 22:28:00,train,sensor_059,-3.3864,0,warning,rule3
U0032,2008-07-27 22:28:00,train,sensor_079,0.079,0,alarm,"rule2, rule3, rule4"
U0033,2008-07-27 22:28:00,train,sensor_079,0.032,0,alarm,"rule2, rule3, rule4"
U0034,2008-07-27 23:14:00,train,sensor_028,65.4556,0,warning,rule3
U0034,2008-07-27 23:14:00,train,sensor_079,0.0567,0,warning,"rule3, rule4"
U0035,2008-07-28 03:31:00,train,sensor_079,0.0543,0,warning,"rule3, rule4"
U0036,2008-07-28 03:48:00,train,sensor_079,0.0122,0,warning,"rule3, rule4"
U0037,2008-07-28 04:37:00,train,sensor_079,0.0688,0,warning,"rule3, rule4"
U0038,2008-07-28 05:36:00,train,sensor_079,0.0536,0,warning,"rule3, rule4"
U0038,2008-07-28 05:36:00,train,sensor_103,-0.0087,0,warning,rule4
U0039,2008-07-28 06:45:00,train,sensor_028,68.3222,1,warning,rule4
U0039,2008-07-28 06:45:00,train,sensor_059,24.9027,1,warning,rule3
U0039,2008-07-28 06:45:00,train,sensor_079,0.0549,1,warning,"rule3, rule4"
U0039,2008-07-28 06:45:00,train,sensor_103,-0.0033,1,warning,rule4
U0040,2008-07-28 08:36:00,train,sensor_059,23.4736,0,warning,rule3
U0040,2008-07-28 08:36:00,train,sensor_103,-0.0093,0,warning,rule4
U0041,2008-07-28 15:11:00,train,sensor_059,15.1509,1,warning,rule3
U0041,2008-07-28 15:11:00,train,sensor_079,0.0593,1,warning,rule3
U0041,2008-07-28 15:11:00,train,sensor_103,-0.0085,1,warning,rule4
U0042,2008-07-28 23:57:00,train,sensor_059,-2.6636,0,warning,rule3
U0042,2008-07-28 23:57:00,train,sensor_103,-0.0077,0,warning,rule4
U0043,2008-07-29 04:08:00,train,sensor_103,-0.0082,0,warning,rule4
U0044,2008-07-29 05:16:00,train,sensor_103,-0.0088,0,warning,rule4
U0045,2008-07-29 06:19:00,train,sensor_028,60.8444,0,warning,rule3
U0045,2008-07-29 06:19:00,train,sensor_103,-0.0068,0,warning,rule4
U0046,2008-07-29 08:23:00,train,sensor_103,-0.0056,1,warning,rule4
U0046,2008-07-29 08:23:00,train,sensor_431,7.2168,1,warning,rule3
U0047,2008-07-29 11:47:00,train,sensor_103,-0.0071,0,warning,rule4
U0047,2008-07-29 11:47:00,train,sensor_163,0.901,0,alarm,rule2
U0047,2008-07-29 11:47:00,train,sensor_430,231.6367,0,alarm,rule2
U0047,2008-07-29 11:47:00,train,sensor_431,215.9856,0,alarm,rule2
U0048,2008-07-29 15:41:00,train,sensor_103,-0.008,0,warning,rule4
U0048,2008-07-29 15:41:00,train,sensor_163,0.947,0,alarm,rule2
U0048,2008-07-29 15:41:00,train,sensor_430,163.9724,0,alarm,rule2
U0048,2008-07-29 15:41:00,train,sensor_431,150.8276,0,alarm,rule2
U0049,2008-07-29 15:49:00,train,sensor_021,-5300.25,1,warning,rule3
U0049,2008-07-29 15:49:00,train,sensor_103,-0.0091,1,warning,rule4
U0049,2008-07-29 15:49:00,train,sensor_163,0.208,1,alarm,"rule2, rule3"
U0049,2008-07-29 15:49:00,train,sensor_430,2.0565,1,alarm,rule2
U0049,2008-07-29 15:49:00,train,sensor_431,20.7906,1,alarm,rule2
U0050,2008-07-29 17:05:00,train,sensor_059,23.3109,1,warning,rule3
U0050,2008-07-29 17:05:00,train,sensor_103,-0.0078,1,warning,rule4
U0051,2008-07-29 18:08:00,train,sensor_021,-5394.0,1,warning,rule4
U0051,2008-07-29 18:08:00,train,sensor_059,23.9555,1,warning,"rule3, rule4"
U0051,2008-07-29 18:08:00,train,sensor_079,0.0148,1,warning,rule4
U0051,2008-07-29 18:08:00,train,sensor_103,-0.0094,1,warning,rule4
U0052,2008-07-29 21:07:00,train,sensor_021,-2575.5,0,warning,rule4
U0052,2008-07-29 21:07:00,train,sensor_059,21.39,0,warning,"rule3, rule4"
U0052,2008-07-29 21:07:00,train,sensor_079,0.0269,0,warning,rule4
U0052,2008-07-29 21:07:00,train,sensor_103,-0.007,0,warning,rule4
U0053,2008-07-29 23:14:00,train,sensor_021,-5175.5,0,warning,rule4
U0053,2008-07-29 23:14:00,train,sensor_059,1.5882,0,warning,"rule3, rule4"
U0053,2008-07-29 23:14:00,train,sensor_079,0.0159,0,warning,rule4
U0053,2008-07-29 23:14:00,train,sensor_103,-0.0075,0,warning,rule4
U0054,2008-07-29 23:19:00,train,sensor_021,-5545.0,0,warning,rule4
U0054,2008-07-29 23:19:00,train,sensor_103,-0.0078,0,warning,rule4
U0055,2008-07-30 06:30:00,train,sensor_021,-4520.75,0,warning,rule4
U0055,2008-07-30 06:30:00,train,sensor_103,-0.007,0,warning,rule4
U0056,2008-07-30 07:08:00,train,sensor_028,64.7111,0,warning,rule3
U0056,2008-07-30 07:08:00,train,sensor_103,-0.0087,0,warning,rule4
U0057,2008-07-30 12:02:00,train,sensor_103,-0.0037,0,warning,rule4
U0058,2008-07-30 12:29:00,train,sensor_028,63.4,1,warning,rule3
U0058,2008-07-30 12:29:00,train,sensor_103,-0.0055,1,warning,rule4
U0059,2008-07-30 21:16:00,train,sensor_021,-4490.5,1,alarm,rule2
U0059,2008-07-30 21:16:00,train,sensor_028,63.6,1,warning,rule3
U0059,2008-07-30 21:16:00,train,sensor_059,15.9527,1,warning,rule3
U0059,2008-07-30 21:16:00,train,sensor_079,0.0796,1,alarm,rule2
U0059,2008-07-30 21:16:00,train,sensor_163,0.894,1,alarm,rule2
U0059,2008-07-30 21:16:00,train,sensor_430,171.6735,1,alarm,rule2
U0059,2008-07-30 21:16:00,train,sensor_431,140.2004,1,alarm,rule2
U0060,2008-07-31 13:57:00,train,sensor_021,-5433.25,0,alarm,rule2
U0060,2008-07-31 13:57:00,train,sensor_163,0.141,0,alarm,rule2
U0060,2008-07-31 13:57:00,train,sensor_430,15.037,0,alarm,rule2
U0060,2008-07-31 13:57:00,train,sensor_431,13.0901,0,alarm,rule2
U0061,2008-07-31 15:36:00,train,sensor_079,0.0803,0,alarm,rule2
U0061,2008-07-31 15:36:00,train,sensor_510,102.6316,0,warning,rule3
U0062,2008-07-31 17:07:00,train,sensor_079,0.0713,0,alarm,"rule2, rule4"
U0062,2008-07-31 17:07:00,train,sensor_510,218.1818,0,warning,rule3
U0063,2008-07-31 20:18:00,train,sensor_079,0.057,1,alarm,"rule2, rule3, rule4"
U0064,2008-08-01 02:02:00,train,sensor_079,0.0646,0,warning,"rule3, rule4"
U0064,2008-08-01 02:02:00,train,sensor_103,-0.0057,0,warning,rule3
U0064,2008-08-01 02:02:00,train,sensor_510,87.7193,0,warning,rule3
U0065,2008-08-01 05:52:00,train,sensor_028,68.1222,1,warning,rule4
U0065,2008-08-01 05:52:00,train,sensor_079,0.0049,1,warning,"rule3, rule4"
U0065,2008-08-01 05:52:00,train,sensor_103,-0.0057,1,warning,rule3
U0066,2008-08-01 10:20:00,train,sensor_028,67.8444,0,warning,rule4
U0066,2008-08-01 10:20:00,train,sensor_059,18.8309,0,warning,rule3
U0066,2008-08-01 10:20:00,train,sensor_079,0.0248,0,warning,rule4
U0066,2008-08-01 10:20:00,train,sensor_103,-0.0064,0,warning,rule3
U0067,2008-08-01 10:26:00,train,sensor_028,65.1667,0,warning,rule4
U0067,2008-08-01 10:26:00,train,sensor_059,18.2809,0,warning,rule3
U0067,2008-08-01 10:26:00,train,sensor_079,0.0264,0,warning,rule4
U0067,2008-08-01 10:26:00,train,sensor_103,-0.0053,0,warning,"rule3, rule4"
U0067,2008-08-01 10:26:00,train,sensor_129,0.0,0,warning,rule4
U0067,2008-08-01 10:26:00,train,sensor_510,89.9297,0,warning,rule4
U0068,2008-08-01 11:28:00,train,sensor_028,61.6222,0,warning,rule4
U0068,2008-08-01 11:28:00,train,sensor_059,19.8,0,warning,"rule3, rule4"
U0068,2008-08-01 11:28:00,train,sensor_079,0.0193,0,warning,rule4
U0068,2008-08-01 11:28:00,train,sensor_103,-0.0074,0,warning,rule4
U0068,2008-08-01 11:28:00,train,sensor_129,0.0,0,warning,rule4
U0068,2008-08-01 11:28:00,train,sensor_510,53.6913,0,warning,rule4
U0069,2008-08-01 12:29:00,train,sensor_028,65.6333,0,warning,rule4
U0069,2008-08-01 12:29:00,train,sensor_059,11.6818,0,warning,"rule3, rule4"
U0069,2008-08-01 12:29:00,train,sensor_079,0.0964,0,warning,rule4
U0069,2008-08-01 12:29:00,train,sensor_103,-0.007,0,warning,rule4
U0069,2008-08-01 12:29:00,train,sensor_129,0.0,0,warning,rule4
U0069,2008-08-01 12:29:00,train,sensor_510,68.8172,0,warning,rule4
U0070,2008-08-01 14:07:00,train,sensor_028,68.3444,0,warning,rule4
U0070,2008-08-01 14:07:00,train,sensor_059,22.4345,0,warning,"rule3, rule4"
U0070,2008-08-01 14:07:00,train,sensor_079,0.0958,0,alarm,"rule2, rule4"
U0070,2008-08-01 14:07:00,train,sensor_103,-0.0054,0,warning,rule4
U0070,2008-08-01 14:07:00,train,sensor_129,0.0,0,warning,rule4
U0070,2008-08-01 14:07:00,train,sensor_510,102.3256,0,warning,rule4
U0071,2008-08-01 15:10:00,train,sensor_028,68.3,0,warning,rule4
U0071,2008-08-01 15:10:00,train,sensor_059,17.1627,0,warning,"rule3, rule4"
U0071,2008-08-01 15:10:00,train,sensor_079,0.0089,0,alarm,"rule2, rule4"
U0071,2008-08-01 15:10:00,train,sensor_103,-0.007,0,warning,rule4
U0071,2008-08-01 15:10:00,train,sensor_129,0.0,0,warning,rule4
U0071,2008-08-01 15:10:00,train,sensor_510,54.5781,0,warning,rule4
U0072,2008-08-02 03:39:00,train,sensor_059,25.4573,0,warning,"rule3, rule4"
U0072,2008-08-02 03:39:00,train,sensor_079,0.048,0,warning,rule4
U0072,2008-08-02 03:39:00,train,sensor_103,-0.0046,0,warning,rule4
U0072,2008-08-02 03:39:00,train,sensor_510,111.4754,0,warning,rule4
U0073,2008-08-03 13:09:00,train,sensor_059,20.5509,0,warning,"rule3, rule4"
U0073,2008-08-03 13:09:00,train,sensor_079,0.0041,0,warning,rule4
U0073,2008-08-03 13:09:00,train,sensor_103,-0.0031,0,warning,rule4
U0073,2008-08-03 13:09:00,train,sensor_510,174.8988,0,warning,rule4
U0074,2008-08-03 14:06:00,train,sensor_059,18.6827,0,warning,"rule3, rule4"
U0074,2008-08-03 14:06:00,train,sensor_079,0.1013,0,alarm,"rule1, rule4"
U0074,2008-08-03 14:06:00,train,sensor_103,-0.0078,0,warning,rule4
U0074,2008-08-03 14:06:00,train,sensor_510,51.4469,0,warning,rule4
U0075,2008-08-03 14:25:00,train,sensor_059,25.4427,0,warning,"rule3, rule4"
U0075,2008-08-03 14:25:00,train,sensor_103,-0.0055,0,warning,rule4
U0075,2008-08-03 14:25:00,train,sensor_510,76.0181,0,warning,rule4
U0076,2008-08-03 15:03:00,train,sensor_028,64.8111,0,warning,rule3
U0076,2008-08-03 15:03:00,train,sensor_059,17.6373,0,warning,"rule3, rule4"
U0076,2008-08-03 15:03:00,train,sensor_103,-0.0063,0,warning,rule4
U0076,2008-08-03 15:03:00,train,sensor_510,65.3386,0,warning,rule4
U0077,2008-08-03 15:27:00,train,sensor_028,64.6444,0,warning,rule3
U0077,2008-08-03 15:27:00,train,sensor_059,24.3509,0,warning,"rule3, rule4"
U0077,2008-08-03 15:27:00,train,sensor_103,-0.005,0,warning,rule4
U0077,2008-08-03 15:27:00,train,sensor_510,90.0,0,warning,rule4
U0078,2008-08-03 16:00:00,train,sensor_028,64.6222,0,warning,rule3
U0078,2008-08-03 16:00:00,train,sensor_059,12.0627,0,warning,"rule3, rule4"
U0078,2008-08-03 16:00:00,train,sensor_103,-0.0071,0,warning,rule4
U0078,2008-08-03 16:00:00,train,sensor_510,79.292,0,warning,rule4
U0079,2008-08-03 17:00:00,train,sensor_028,60.9222,0,warning,rule3
U0079,2008-08-03 17:00:00,train,sensor_059,9.5227,0,warning,"rule3, rule4"
U0079,2008-08-03 17:00:00,train,sensor_103,-0.0053,0,warning,rule4
U0079,2008-08-03 17:00:00,train,sensor_510,54.8463,0,warning,rule4
U0080,2008-08-03 17:58:00,train,sensor_028,67.5333,0,warning,"rule3, rule4"
U0080,2008-08-03 17:58:00,train,sensor_059,22.9245,0,warning,"rule3, rule4"
U0080,2008-08-03 17:58:00,train,sensor_103,-0.0061,0,warning,rule4
U0080,2008-08-03 17:58:00,train,sensor_510,98.3607,0,warning,rule4
U0081,2008-08-03 20:23:00,train,sensor_028,64.0,0,warning,"rule3, rule4"
U0081,2008-08-03 20:23:00,train,sensor_059,9.3336,0,warning,rule4
U0081,2008-08-03 20:23:00,train,sensor_079,0.0397,0,warning,rule3
U0081,2008-08-03 20:23:00,train,sensor_103,-0.0092,0,warning,rule4
U0082,2008-08-03 22:52:00,train,sensor_028,68.5444,0,warning,rule4
U0082,2008-08-03 22:52:00,train,sensor_059,12.5391,0,warning,rule4
U0082,2008-08-03 22:52:00,train,sensor_079,0.0601,0,warning,rule3
U0082,2008-08-03 22:52:00,train,sensor_103,-0.0071,0,warning,rule4
U0083,2008-08-04 00:39:00,train,sensor_028,62.8333,1,warning,rule4
U0083,2008-08-04 00:39:00,train,sensor_059,12.4309,1,warning,rule4
U0083,2008-08-04 00:39:00,train,sensor_079,0.0116,1,warning,"rule3, rule4"
U0083,2008-08-04 00:39:00,train,sensor_103,-0.0063,1,warning,rule4
U0084,2008-08-04 03:45:00,train,sensor_028,67.5222,0,warning,rule4
U0084,2008-08-04 03:45:00,train,sensor_059,28.6355,0,warning,"rule3, rule4"
U0084,2008-08-04 03:45:00,train,sensor_079,0.0215,0,warning,rule4
U0084,2008-08-04 03:45:00,train,sensor_103,-0.0053,0,warning,rule4
U0085,2008-08-04 03:49:00,train,sensor_028,62.6556,0,warning,rule4
U0085,2008-08-04 03:49:00,train,sensor_059,8.6927,0,warning,rule4
U0085,2008-08-04 03:49:00,train,sensor_079,0.0615,0,warning,rule4
U0085,2008-08-04 03:49:00,train,sensor_103,-0.006,0,warning,rule4
U0086,2008-08-04 13:19:00,train,sensor_028,64.1667,0,warning,rule4
U0086,2008-08-04 13:19:00,train,sensor_103,-0.0054,0,warning,rule4
U0087,2008-08-04 14:04:00,train,sensor_028,66.6889,0,warning,rule4
U0087,2008-08-04 14:04:00,train,sensor_103,-0.0066,0,warning,rule4
U0088,2008-08-04 14:31:00,train,sensor_103,-0.004,0,warning,"rule3, rule4"
U0089,2008-08-04 15:29:00,train,sensor_103,-0.0047,0,warning,"rule3, rule4"
U0090,2008-08-04 16:15:00,train,sensor_103,-0.0053,0,warning,"rule3, rule4"
U0091,2008-08-04 16:31:00,train,sensor_059,28.1191,0,alarm,rule2
U0091,2008-08-04 16:31:00,train,sensor_103,-0.0049,0,warning,"rule3, rule4"
U0092,2008-08-04 17:11:00,train,sensor_103,-0.0071,0,warning,"rule3, rule4"
U0092,2008-08-04 17:11:00,train,sensor_163,0.957,0,alarm,rule1
U0093,2008-08-04 17:46:00,train,sensor_028,60.9111,0,alarm,rule2
U0093,2008-08-04 17:46:00,train,sensor_103,-0.0061,0,warning,"rule3, rule4"
U0094,2008-08-04 18:24:00,train,sensor_103,-0.0063,0,warning,rule4
U0094,2008-08-04 18:24:00,train,sensor_163,0.954,0,alarm,rule2
U0094,2008-08-04 18:24:00,train,sensor_430,164.3363,0,alarm,rule2
U0094,2008-08-04 18:24:00,train,sensor_431,144.7031,0,alarm,rule2
U0095,2008-08-04 19:58:00,train,sensor_028,64.8,0,warning,rule3
U0095,2008-08-04 19:58:00,train,sensor_103,-0.0054,0,warning,rule4
U0095,2008-08-04 19:58:00,train,sensor_510,115.3488,0,warning,"rule3, rule4"
U0096,2008-08-04 20:32:00,train,sensor_028,65.3,0,warning,"rule3, rule4"
U0096,2008-08-04 20:32:00,train,sensor_059,-11.2182,0,alarm,rule2
U0096,2008-08-04 20:32:00,train,sensor_103,-0.0058,0,warning,rule4
U0096,2008-08-04 20:32:00,train,sensor_510,65.2361,0,warning,rule4
U0097,2008-08-04 20:58:00,train,sensor_028,62.7556,1,warning,"rule3, rule4"
U0097,2008-08-04 20:58:00,train,sensor_103,-0.0052,1,warning,"rule3, rule4"
U0097,2008-08-04 20:58:00,train,sensor_510,117.8744,1,warning,"rule3, rule4"
U0098,2008-08-04 21:43:00,train,sensor_028,67.1556,0,warning,"rule3, rule4"
U0098,2008-08-04 21:43:00,train,sensor_103,-0.005,0,warning,"rule3, rule4"
U0098,2008-08-04 21:43:00,train,sensor_163,0.177,0,warning,rule3
U0098,2008-08-04 21:43:00,train,sensor_510,116.5829,0,warning,"rule3, rule4"
U0099,2008-08-04 22:51:00,train,sensor_021,-5522.25,0,warning,rule4
U0099,2008-08-04 22:51:00,train,sensor_028,61.7444,0,warning,"rule3, rule4"
U0099,2008-08-04 22:51:00,train,sensor_103,-0.005,0,warning,"rule3, rule4"
U0099,2008-08-04 22:51:00,train,sensor_510,100.7557,0,warning,"rule3, rule4"
U0100,2008-08-04 23:33:00,train,sensor_021,-1502.75,0,warning,rule4
U0100,2008-08-04 23:33:00,train,sensor_028,60.5,0,alarm,"rule2, rule3, rule4"
U0100,2008-08-04 23:33:00,train,sensor_103,-0.006,0,warning,"rule3, rule4"
U0100,2008-08-04 23:33:00,train,sensor_163,0.947,0,warning,rule3
U0100,2008-08-04 23:33:00,train,sensor_510,103.3333,0,warning,"rule3, rule4"
U0101,2008-08-05 00:04:00,train,sensor_021,-5443.0,0,warning,rule4
U0101,2008-08-05 00:04:00,train,sensor_028,67.8111,0,alarm,"rule2, rule4"
U0101,2008-08-05 00:04:00,train,sensor_059,24.8064,0,warning,rule3
U0101,2008-08-05 00:04:00,train,sensor_103,-0.0062,0,warning,"rule3, rule4"
U0101,2008-08-05 00:04:00,train,sensor_510,45.0704,0,warning,rule3
U0102,2008-08-05 01:12:00,train,sensor_028,64.0,0,warning,rule4
U0102,2008-08-05 01:12:00,train,sensor_059,27.6182,0,warning,rule3
U0102,2008-08-05 01:12:00,train,sensor_079,0.0534,0,warning,rule3
U0102,2008-08-05 01:12:00,train,sensor_103,-0.0037,0,warning,"rule3, rule4"
U0102,2008-08-05 01:12:00,train,sensor_129,0.1419,0,warning,rule4
U0102,2008-08-05 01:12:00,train,sensor_510,92.2034,0,warning,rule3
U0103,2008-08-05 02:15:00,train,sensor_028,66.2556,0,warning,rule4
U0103,2008-08-05 02:15:00,train,sensor_059,20.5864,0,warning,rule3
U0103,2008-08-05 02:15:00,train,sensor_079,0.0772,0,alarm,"rule2, rule3, rule4"
U0103,2008-08-05 02:15:00,train,sensor_103,-0.0069,0,warning,"rule3, rule4"
U0103,2008-08-05 02:15:00,train,sensor_129,0.1419,0,warning,rule4
U0104,2008-08-05 02:36:00,train,sensor_028,61.7667,0,warning,rule4
U0104,2008-08-05 02:36:00,train,sensor_059,27.6655,0,alarm,"rule2, rule3, rule4"
U0104,2008-08-05 02:36:00,train,sensor_079,0.0916,0,alarm,"rule2, rule3, rule4"
U0104,2008-08-05 02:36:00,train,sensor_103,-0.0051,0,warning,"rule3, rule4"
U0104,2008-08-05 02:36:00,train,sensor_129,0.0473,0,warning,rule4
