unit_id,timestamp,period,fail,t2,spe,iso_score,t2_ratio,spe_ratio,iso_ratio,t2_alarm,spe_alarm,iso_alarm,mspc_alarm,n_flags,driver,top_sensors
U0021,2008-07-22 15:30:00,train,0,25.049004609161546,115.28345740114459,0.42034274654491716,0.10725192434773965,0.09082778428430735,0.9160845172169017,False,False,False,False,0,T2,"sensor_037, sensor_054, sensor_053"
U0022,2008-07-23 05:15:00,train,0,30.30353023986344,120.16536452603927,0.4246345698008281,0.12975014310814423,0.09467406732640109,0.9254380099741539,False,False,False,False,0,T2,"sensor_218, sensor_356, sensor_101"
U0023,2008-07-23 19:22:00,train,0,21.000598351736873,116.69961847861327,0.4046591261572091,0.08991792771094632,0.09194352782423766,0.8819040253940187,False,False,False,False,0,SPE,"sensor_040, sensor_037, sensor_546"
U0024,2008-07-25 15:23:00,train,1,63.10150572261474,119.7727200274651,0.4588572189790854,0.270180712710439,0.09436471652602718,1.000021999606522,False,False,True,False,1,T2,"sensor_164, sensor_431, sensor_163"
U0025,2008-07-27 04:18:00,train,0,49.64752238834708,103.88528304980909,0.4656382975583869,0.21257500640565158,0.08184756331803586,1.0148005134445515,False,False,True,False,1,T2,"sensor_164, sensor_026, sensor_163"
U0026,2008-07-27 09:37:00,train,0,55.79646143257498,106.24190606751839,0.44828892589220903,0.2389028208430041,0.08370426376680128,0.9769897247549247,False,False,False,False,0,T2,"sensor_164, sensor_163, sensor_431"
U0027,2008-07-27 11:10:00,train,0,25.73805304449923,128.28492149837263,0.41558094582950506,0.11020221206622795,0.10107118089145553,0.9057067672846918,False,False,False,False,0,T2,"sensor_123, sensor_121, sensor_124"
U0028,2008-07-27 15:46:00,train,0,57.85773403255994,406.0579851554388,0.45131371449070634,0.24772853892654018,0.3199188150151064,0.9835818737231513,False,False,False,False,0,SPE,"sensor_253, sensor_219, sensor_118"
U0029,2008-07-27 16:06:00,train,0,25.76882552863151,146.27286080824268,0.4187354124550587,0.11033397012175322,0.1152432460618385,0.9125815333166979,False,False,False,False,0,SPE,"sensor_038, sensor_079, sensor_039"
U0030,2008-07-27 16:49:00,train,0,22.988009735277238,139.55735614992875,0.41933413188682855,0.09842739539962837,0.1099523359675725,0.9138863675409341,False,False,False,False,0,SPE,"sensor_558, sensor_038, sensor_080"
U0031,2008-07-27 20:24:00,train,0,75.95367254223171,144.7772356222172,0.4178865106817818,0.3252096308231347,0.11406489554365608,0.910731457925772,False,False,False,False,0,T2,"sensor_033, sensor_032, sensor_034"
U0032,2008-07-27 22:28:00,train,0,30.8245385666061,139.04478936865263,0.43569006380150244,0.13198093616823686,0.10954850261549795,0.9495320783682183,False,False,False,False,0,T2,"sensor_090, sensor_038, sensor_077"
U0033,2008-07-27 22:28:00,train,0,22.93873226897625,121.11150061654754,0.4158360904593874,0.09821640485648203,0.09541949469880595,0.9062628231391284,False,False,False,False,0,T2,"sensor_161, sensor_030, sensor_029"
U0034,2008-07-27 23:14:00,train,0,54.413642567120746,101.55552048831927,0.44965416132314184,0.23298202731613954,0.08001202527867661,0.9799650848650101,False,False,False,False,0,T2,"sensor_164, sensor_163, sensor_026"
U0035,2008-07-28 03:31:00,train,0,29.836136180850218,145.84680649341522,0.43379284293212855,0.1277489094048483,0.11490757284147442,0.9453973224375877,False,False,False,False,0,T2,"sensor_061, sensor_219, sensor_108"
U0036,2008-07-28 03:48:00,train,0,36.3560138332072,109.92255451087716,0.4274458825913018,0.15566496577665936,0.08660411731366795,0.9315649150809406,False,False,False,False,0,T2,"sensor_560, sensor_558, sensor_559"
U0037,2008-07-28 04:37:00,train,0,94.25931750566927,159.9286531490341,0.4895506448682592,0.40358861950506875,0.12600216489478794,1.0669144878641061,False,False,True,False,1,T2,"sensor_430, sensor_431, sensor_026"
U0038,2008-07-28 05:36:00,train,0,16.941721283979405,123.54157213067099,0.405744513468568,0.07253909837220755,0.09733406263644358,0.8842694914792371,False,False,False,False,0,SPE,"sensor_006, sensor_080, sensor_010"
U0039,2008-07-28 06:45:00,train,1,133.769783156276,574.343948232821,0.4470289513220796,0.5727599514211069,0.452505410672825,0.9742437675443624,False,False,False,False,0,T2,"sensor_551, sensor_550, sensor_558"
U0040,2008-07-28 08:36:00,train,0,64.21680437779747,144.78930805503018,0.41302653237571746,0.2749560692109142,0.1140744069891665,0.9001397421966657,False,False,False,False,0,T2,"sensor_033, sensor_032, sensor_034"
U0041,2008-07-28 15:11:00,train,1,20.781264709788626,189.76148322534067,0.4376224104995494,0.08897881034719511,0.14950640319441294,0.9537433866553875,False,False,False,False,0,SPE,"sensor_160, sensor_432, sensor_022"
U0042,2008-07-28 23:57:00,train,0,15.91218071780861,102.23482868260592,0.38775725837481034,0.06813093091650381,0.08054722832969664,0.8450685155279096,False,False,False,False,0,SPE,"sensor_172, sensor_125, sensor_037"
U0043,2008-07-29 04:08:00,train,0,31.760579950722875,110.36871613610059,0.42493929293202654,0.13598876966430032,0.08695563237719281,0.926102115980082,False,False,False,False,0,T2,"sensor_560, sensor_559, sensor_558"
U0044,2008-07-29 05:16:00,train,0,57.133319870403916,196.36813054225894,0.4501013988791563,0.2446268263384251,0.1547115484153403,0.9809397832604277,False,False,False,False,0,T2,"sensor_521, sensor_142, sensor_061"
U0045,2008-07-29 06:19:00,train,0,49.733624773509646,137.91172368562252,0.4443090094296174,0.2129436696177713,0.1086557999870531,0.9683159938979863,False,False,False,False,0,T2,"sensor_164, sensor_163, sensor_159"
U0046,2008-07-29 08:23:00,train,1,17.841029203197984,120.31962298460209,0.399460316723389,0.07638965077627702,0.09479560214426849,0.8705738695404197,False,False,False,False,0,SPE,"sensor_208, sensor_247, sensor_071"
U0047,2008-07-29 11:47:00,train,0,55.11596777717301,90.20322598779558,0.436733877305385,0.2359891619896062,0.07106795143434673,0.9518069395324196,False,False,False,False,0,T2,"sensor_164, sensor_430, sensor_163"
U0048,2008-07-29 15:41:00,train,0,49.47559929412296,97.72085372833796,0.43377153462615753,0.21183888602949058,0.07699082611333714,0.9453508836460333,False,False,False,False,0,T2,"sensor_164, sensor_163, sensor_159"
U0049,2008-07-29 15:49:00,train,1,55.848447072480596,214.583637301942,0.4270521387018304,0.23912540692996928,0.16906290598124732,0.9307067994506405,False,False,False,False,0,T2,"sensor_033, sensor_032, sensor_034"
U0050,2008-07-29 17:05:00,train,1,12.60970522205199,99.46587437558236,0.38732111088077575,0.053990774149491695,0.07836566655005363,0.8441179865374794,False,False,False,False,0,SPE,"sensor_009, sensor_238, sensor_419"
U0051,2008-07-29 18:08:00,train,1,61.491156100094244,149.12554266615774,0.4018147214590985,0.26328570436249005,0.11749077383610435,0.8757050006075646,False,False,False,False,0,T2,"sensor_033, sensor_032, sensor_034"
U0052,2008-07-29 21:07:00,train,0,70.92950890445454,126.76574573980139,0.4636147615746256,0.3036977493413268,0.09987427570488287,1.0103904694982906,False,False,True,False,1,T2,"sensor_164, sensor_163, sensor_430"
U0053,2008-07-29 23:14:00,train,0,37.49193856609277,153.382922123246,0.4174267549292809,0.16052863662574415,0.12084501347865184,0.9097294776845773,False,False,False,False,0,T2,"sensor_064, sensor_065, sensor_247"
U0054,2008-07-29 23:19:00,train,0,21.787731584339635,109.9783589531348,0.40219565745834635,0.09328818354473807,0.08664808367239578,0.8765352030407692,False,False,False,False,0,T2,"sensor_564, sensor_433, sensor_150"
U0055,2008-07-30 06:30:00,train,0,41.09436794342454,164.9967415201827,0.45050078315016445,0.1759531011533426,0.12999513359719886,0.9818101913978295,False,False,False,False,0,T2,"sensor_164, sensor_159, sensor_163"
U0056,2008-07-30 07:08:00,train,0,27.46269196342488,87.18072646657905,0.3984186248616772,0.1175865710755328,0.0686866302916504,0.8683036322303462,False,False,False,False,0,T2,"sensor_038, sensor_177, sensor_225"
U0057,2008-07-30 12:02:00,train,0,23.306378922155073,97.3109614798388,0.3982456455176001,0.0997905516798258,0.07666788641699418,0.8679266453542556,False,False,False,False,0,T2,"sensor_055, sensor_054, sensor_053"
U0058,2008-07-30 12:29:00,train,1,216.89704109890502,365.2886634413895,0.495658982169552,0.9286846086762327,0.2877980993327501,1.08022684610901,False,False,True,False,1,T2,"sensor_114, sensor_248, sensor_521"
U0059,2008-07-30 21:16:00,train,1,35.58175435093258,155.3326945804908,0.4346702812988732,0.15234983127474522,0.12238117067017232,0.947309589769887,False,False,False,False,0,T2,"sensor_164, sensor_163, sensor_159"
U0060,2008-07-31 13:57:00,train,0,18.787186136152105,98.25082806402295,0.39926615766066625,0.08044079585679531,0.07740837426571705,0.8701507241127904,False,False,False,False,0,T2,"sensor_037, sensor_054, sensor_057"
U0061,2008-07-31 15:36:00,train,0,27.080107763272245,118.34003580773557,0.40314371486631595,0.11594846639506166,0.09323595498303903,0.8786013757534247,False,False,False,False,0,T2,"sensor_064, sensor_137, sensor_065"
U0062,2008-07-31 17:07:00,train,0,68.08138849402077,138.4221271938357,0.47441138639115527,0.2915029975114927,0.10905792897231271,1.0339203648370834,False,False,True,False,1,T2,"sensor_164, sensor_026, sensor_163"
U0063,2008-07-31 20:18:00,train,1,26.037675509919367,150.9238193226245,0.4246648325313851,0.11148510080753826,0.11890757281072849,0.925503963815727,False,False,False,False,0,SPE,"sensor_219, sensor_018, sensor_239"
U0064,2008-08-01 02:02:00,train,0,56.095144617514265,89.31391891719976,0.413162216408574,0.24018168788202943,0.07036729764939367,0.9004354485999642,False,False,False,False,0,T2,"sensor_273, sensor_138, sensor_412"
U0065,2008-08-01 05:52:00,train,1,47.92199308219687,248.7112155822263,0.4338668703205992,0.20518683503953897,0.19595082544571593,0.9455586558850786,False,False,False,False,0,T2,"sensor_195, sensor_472, sensor_587"
U0066,2008-08-01 10:20:00,train,0,14.609453738974011,111.69238253888776,0.3913017082387838,0.06255306554581255,0.08799850261379924,0.852793201320937,False,False,False,False,0,SPE,"sensor_484, sensor_500, sensor_000"
U0067,2008-08-01 10:26:00,train,0,29.76901835389712,134.15108630732215,0.4143908626524737,0.12746153207345023,0.10569292596967152,0.9031131296362729,False,False,False,False,0,T2,"sensor_225, sensor_250, sensor_219"
U0068,2008-08-01 11:28:00,train,0,24.09543173372882,103.67307024679357,0.4043534090159044,0.10316902654434504,0.08168036830906253,0.8812377530672114,False,False,False,False,0,T2,"sensor_030, sensor_177, sensor_120"
U0069,2008-08-01 12:29:00,train,0,43.7390150986375,110.24685594222986,0.4182202856489054,0.1872766447848378,0.08685962301339294,0.911458878779658,False,False,False,False,0,T2,"sensor_273, sensor_138, sensor_412"
U0070,2008-08-01 14:07:00,train,0,26.560051817984625,125.48901517652422,0.41378370608338055,0.11372175113148668,0.09886838456659915,0.9017899077250002,False,False,False,False,0,T2,"sensor_560, sensor_075, sensor_055"
U0071,2008-08-01 15:10:00,train,0,60.08963177502093,156.01919646398835,0.4237896975824343,0.25728481996689606,0.12292204137608913,0.9235967164948229,False,False,False,False,0,T2,"sensor_496, sensor_224, sensor_273"
U0072,2008-08-02 03:39:00,train,0,24.921553708535015,104.91484366668033,0.40138017560363304,0.10670621985507296,0.08265871794268777,0.8747579621883584,False,False,False,False,0,T2,"sensor_059, sensor_412, sensor_054"
U0073,2008-08-03 13:09:00,train,0,59.640928210329776,82.63824284925855,0.45746292677382816,0.2553636130556555,0.06510776710164956,0.9969833138858541,False,False,False,False,0,T2,"sensor_164, sensor_163, sensor_431"
U0074,2008-08-03 14:06:00,train,0,24.831875142004385,195.29287162542863,0.4168983172852662,0.10632224456410914,0.15386438970628277,0.9085778138388813,False,False,False,False,0,SPE,"sensor_558, sensor_038, sensor_075"
U0075,2008-08-03 14:25:00,train,0,42.14613294038588,90.85338464096438,0.4171568730930555,0.18045642660063166,0.07158018858642234,0.9091413039295255,False,False,False,False,0,T2,"sensor_054, sensor_038, sensor_412"
U0076,2008-08-03 15:03:00,train,0,21.58060154313144,136.85594671390044,0.4215189703563826,0.09240131814403946,0.10782399041782552,0.9186479501090407,False,False,False,False,0,SPE,"sensor_160, sensor_486, sensor_022"
U0077,2008-08-03 15:27:00,train,0,42.3034027306605,126.03492775286229,0.444212180614475,0.18112980615849836,0.09929848989861734,0.9681049675888577,False,False,False,False,0,T2,"sensor_116, sensor_473, sensor_054"
U0078,2008-08-03 16:00:00,train,0,29.010732861738788,119.42475656982413,0.4163050476953264,0.12421479315077029,0.09409056834742544,0.9072848568642533,False,False,False,False,0,T2,"sensor_412, sensor_061, sensor_201"
U0079,2008-08-03 17:00:00,train,0,24.340456655445912,139.49406941015062,0.43121168935211057,0.10421814585177255,0.10990247456960434,0.9397720205841612,False,False,False,False,0,SPE,"sensor_433, sensor_108, sensor_134"
U0080,2008-08-03 17:58:00,train,0,39.50415022617368,128.21071685148766,0.42719627359772894,0.16914429126376138,0.10101271765820334,0.9310209234544651,False,False,False,False,0,T2,"sensor_273, sensor_138, sensor_412"
U0081,2008-08-03 20:23:00,train,0,31.254981602785662,98.86931770692019,0.41831821517994217,0.13382395726518923,0.07789566051765236,0.9116723039616043,False,False,False,False,0,T2,"sensor_337, sensor_201, sensor_045"
U0082,2008-08-03 22:52:00,train,0,50.67544812001796,163.15576467099393,0.43057153013701177,0.21697625965017922,0.1285446926414884,0.9383768735277981,False,False,False,False,0,T2,"sensor_273, sensor_138, sensor_412"
U0083,2008-08-04 00:39:00,train,1,20.662393645574948,124.33246125512467,0.4065721933663924,0.08846984200353815,0.09795717638067077,0.8860733164431289,False,False,False,False,0,SPE,"sensor_273, sensor_511, sensor_038"
U0084,2008-08-04 03:45:00,train,0,32.108663576555294,117.37872919386189,0.4352747216199464,0.13747915378482586,0.0924785752884643,0.9486268919578471,False,False,False,False,0,T2,"sensor_116, sensor_054, sensor_269"
U0085,2008-08-04 03:49:00,train,0,67.33187938732678,130.3105692787891,0.4606028155766709,0.2882938362987679,0.10266711758335618,1.0038263093739648,False,False,True,False,1,T2,"sensor_273, sensor_164, sensor_138"
U0086,2008-08-04 13:19:00,train,0,72.30256581617807,194.03729884490355,0.4223663561663382,0.3095767452662768,0.15287516804140888,0.9204947216472448,False,False,False,False,0,T2,"sensor_195, sensor_572, sensor_573"
U0087,2008-08-04 14:04:00,train,0,68.42883842894341,189.03243699128973,0.4230019766331475,0.2929906683677359,0.14893201328997718,0.9218799770685796,False,False,False,False,0,T2,"sensor_195, sensor_572, sensor_573"
U0088,2008-08-04 14:31:00,train,0,33.828406088933974,106.04473349808703,0.41689883668823197,0.1448425479281512,0.08354891842925836,0.908578945812774,False,False,False,False,0,T2,"sensor_558, sensor_412, sensor_177"
U0089,2008-08-04 15:29:00,train,0,37.14161549258905,217.3644584858499,0.43370675902949735,0.1590286638977681,0.1712538172561091,0.9452097133232868,False,False,False,False,0,SPE,"sensor_145, sensor_211, sensor_009"
U0090,2008-08-04 16:15:00,train,0,44.69642261234379,203.5192839240103,0.4061739817013323,0.1913759612978951,0.16034569082730493,0.8852054638539378,False,False,False,False,0,T2,"sensor_195, sensor_572, sensor_573"
U0091,2008-08-04 16:31:00,train,0,32.44076878324475,132.5859887205482,0.422915937942533,0.1389011233624242,0.10445984058864628,0.9216924664882226,False,False,False,False,0,T2,"sensor_053, sensor_054, sensor_218"
U0092,2008-08-04 17:11:00,train,0,59.422919171677364,110.15055901112225,0.46181990625408675,0.2544301672247533,0.08678375404586668,1.0064788064963592,False,False,True,False,1,T2,"sensor_164, sensor_163, sensor_431"
U0093,2008-08-04 17:46:00,train,0,47.82512035106902,136.4608051173713,0.41656124358202673,0.20477205660852366,0.107512672241737,0.9078432038016275,False,False,False,False,0,T2,"sensor_273, sensor_138, sensor_432"
U0094,2008-08-04 18:24:00,train,0,54.98471286914325,136.81423055951052,0.4469054668049016,0.2354271699389868,0.10779112372595565,0.9739746484618218,False,False,False,False,0,T2,"sensor_164, sensor_163, sensor_159"
U0095,2008-08-04 19:58:00,train,0,30.38380886919515,137.552765785048,0.41887360775988947,0.13009387083761556,0.10837298967327944,0.912882712723618,False,False,False,False,0,T2,"sensor_572, sensor_573, sensor_472"
U0096,2008-08-04 20:32:00,train,0,80.11909881286992,216.44465847791446,0.43289631268654616,0.3430446701879796,0.17052913915754409,0.9434434467398493,False,False,False,False,0,T2,"sensor_195, sensor_413, sensor_140"
U0097,2008-08-04 20:58:00,train,1,62.51252999712029,130.8816906026488,0.47535974475266146,0.2676589047208998,0.10311708400154918,1.0359871934403841,False,False,True,False,1,T2,"sensor_164, sensor_163, sensor_026"
U0098,2008-08-04 21:43:00,train,0,36.805996486501094,104.24282724391429,0.4220254838360103,0.1575916493412119,0.08212925982216908,0.919751832976683,False,False,False,False,0,T2,"sensor_247, sensor_385, sensor_079"
U0099,2008-08-04 22:51:00,train,0,28.980149536563925,139.68277117950458,0.41951620648725885,0.12408384501414225,0.11005114606148465,0.914283176392291,False,False,False,False,0,T2,"sensor_412, sensor_472, sensor_079"
U0100,2008-08-04 23:33:00,train,0,105.31815257039543,169.34455133349678,0.4777803198968432,0.4509390575860429,0.1334206201391124,1.0412625346484143,False,False,True,False,1,T2,"sensor_430, sensor_431, sensor_026"
U0101,2008-08-05 00:04:00,train,0,30.193369725990948,101.67036731291748,0.4178530601655244,0.1292784705892434,0.08010250905532157,0.9106585567034049,False,False,False,False,0,T2,"sensor_079, sensor_177, sensor_473"
U0102,2008-08-05 01:12:00,train,0,31.76133916342803,130.07644321752437,0.4112780618120233,0.13599202037325614,0.10248265788838111,0.8963291689790341,False,False,False,False,0,T2,"sensor_150, sensor_014, sensor_183"
U0103,2008-08-05 02:15:00,train,0,40.56691334376063,169.73307994262507,0.42972774819272036,0.1736947071890838,0.13372672817485073,0.936537956164703,False,False,False,False,0,T2,"sensor_150, sensor_564, sensor_565"
U0104,2008-08-05 02:36:00,train,0,27.219451550800812,136.81858049918168,0.42618995371254964,0.11654509247228612,0.10779455089053769,0.9288277749494468,False,False,False,False,0,T2,"sensor_079, sensor_188, sensor_075"
U0105,2008-08-05 02:45:00,train,0,27.65411629981516,101.25754753995395,0.4122890811683984,0.11840618960988916,0.07977726286534517,0.8985325593945813,False,False,False,False,0,T2,"sensor_038, sensor_079, sensor_059"
U0106,2008-08-05 03:17:00,train,0,34.53959593332773,88.1909351886689,0.41549971146757925,0.14788763816538572,0.06948253823855409,0.9055297271386731,False,False,False,False,0,T2,"sensor_054, sensor_053, sensor_059"
U0107,2008-08-05 03:36:00,train,0,26.40728160408101,125.60929902690125,0.40784300767758386,0.11306763733815112,0.09896315198476319,0.8888428975155022,False,False,False,False,0,T2,"sensor_177, sensor_038, sensor_079"
U0108,2008-08-05 03:54:00,train,0,36.31101654382088,120.76486109327881,0.42344617547734875,0.155472301598884,0.09514638960156452,0.9228480529711216,False,False,False,False,0,T2,"sensor_054, sensor_053, sensor_075"
U0109,2008-08-05 04:32:00,train,0,38.006117524416446,131.00446610220268,0.4273303053017466,0.16273018848777546,0.10321381450252709,0.9313130288134275,False,False,False,False,0,T2,"sensor_155, sensor_247, sensor_177"
U0110,2008-08-05 04:35:00,train,0,213.08109426574524,678.5534308696555,0.42504305633482165,0.9123459298564219,0.5346083994510198,0.9263282553569017,False,False,False,False,0,T2,"sensor_251, sensor_252, sensor_116"
U0111,2008-08-05 05:11:00,train,0,32.90918052146571,127.91375624655187,0.4143065105843066,0.1409067144465862,0.10077875283467978,0.9029292948388885,False,False,False,False,0,T2,"sensor_108, sensor_091, sensor_219"
U0112,2008-08-05 06:10:00,train,0,54.01896160900816,140.1858222664268,0.4348529714220251,0.2312921281396468,0.11044748233242048,0.9477077400761397,False,False,False,False,0,T2,"sensor_135, sensor_270, sensor_054"
U0113,2008-08-05 06:11:00,train,0,34.58755881710531,124.23091829419545,0.42235756610221303,0.14809300008146487,0.09787717425062728,0.9204755648003226,False,False,False,False,0,T2,"sensor_120, sensor_413, sensor_038"
U0114,2008-08-05 06:21:00,train,0,67.02336028974919,366.1904084352151,0.4331069560118302,0.2869728549891505,0.2885085525202673,0.9439025175589223,False,False,False,False,0,SPE,"sensor_153, sensor_118, sensor_012"
U0115,2008-08-05 07:12:00,train,0,23.68027621400103,131.99361312748442,0.40798116916596794,0.10139146176326362,0.10399312867875912,0.8891440032237001,False,False,False,False,0,SPE,"sensor_219, sensor_211, sensor_080"
U0116,2008-08-05 07:12:00,train,1,74.73397786250216,174.88273254997222,0.42743767410675965,0.31998728352595507,0.13778395847227068,0.9315470257140831,False,False,False,False,0,T2,"sensor_549, sensor_555, sensor_551"
U0117,2008-08-05 07:48:00,train,0,30.28975623134415,129.54796732335848,0.4114425156157522,0.12969116715509832,0.10206629030540923,0.8966875755047368,False,False,False,False,0,T2,"sensor_155, sensor_150, sensor_137"
U0118,2008-08-05 08:50:00,train,0,20.963198137642255,107.65694102711666,0.4105286572615669,0.08975779180953018,0.0848191200780405,0.8946959353584996,False,False,False,False,0,T2,"sensor_059, sensor_038, sensor_001"
U0119,2008-08-05 09:48:00,train,0,27.029363964118563,81.80973433451904,0.400274666344795,0.11573119747787854,0.06445501436200346,0.8723486428317481,False,False,False,False,0,T2,"sensor_155, sensor_079, sensor_290"
U0120,2008-08-05 14:17:00,train,0,56.74102391849991,139.189440428163,0.4349204300780721,0.2429471390050552,0.10966246810131773,0.9478547577917178,False,False,False,False,0,T2,"sensor_569, sensor_565, sensor_155"
U0121,2008-08-05 14:45:00,train,0,63.61764912594859,222.25005242943152,0.4493997644635087,0.27239067570540365,0.17510300501306778,0.9794106586824386,False,False,False,False,0,T2,"sensor_195, sensor_090, sensor_510"
U0122,2008-08-05 15:45:00,train,0,33.101373665093,169.02284675103454,0.42575846762963615,0.1417296247706527,0.13316716040535825,0.9278874049223661,False,False,False,False,0,T2,"sensor_219, sensor_587, sensor_065"
U0123,2008-08-05 20:04:00,train,0,12.00617084779438,106.12826205315218,0.4015363734688346,0.05140663062526308,0.08361472764206362,0.8750983759271694,False,False,False,False,0,SPE,"sensor_170, sensor_161, sensor_023"
U0124,2008-08-05 21:07:00,train,0,28.40895183088834,126.4601455705264,0.4195330524181563,0.1216381568891014,0.0996335040722663,0.9143198899947026,False,False,False,False,0,T2,"sensor_510, sensor_103, sensor_177"
U0125,2008-08-05 21:22:00,train,0,24.84015781061427,125.36248502094006,0.40959835031329783,0.1063577083344667,0.09876869590409774,0.8926684475558107,False,False,False,False,0,T2,"sensor_218, sensor_225, sensor_250"
U0126,2008-08-05 23:02:00,train,0,46.744662635871876,110.9834869073922,0.42130824612487205,0.2001458780062461,0.08743998866089513,0.9181887029649518,False,False,False,False,0,T2,"sensor_565, sensor_569, sensor_150"
U0127,2008-08-05 23:06:00,train,0,30.616142573853253,118.86698723321726,0.4239530492786507,0.13108865036295875,0.09365112149071426,0.9239527211148502,False,False,False,False,0,T2,"sensor_064, sensor_065, sensor_045"
U0128,2008-08-05 23:38:00,train,0,21.144630536522776,135.60209860960822,0.41905887593470303,0.0905346280240856,0.10683612756473927,0.9132864815714803,False,False,False,False,0,SPE,"sensor_558, sensor_587, sensor_547"
U0129,2008-08-06 00:04:00,train,0,33.39387293302469,121.86123781321473,0.396852975978431,0.14298201423065166,0.09601018628547354,0.8648914960316632,False,False,False,False,0,T2,"sensor_551, sensor_102, sensor_091"
U0130,2008-08-06 02:20:00,train,0,24.956525931314907,96.09158000725394,0.41212474505157526,0.10685595986472148,0.07570717861165108,0.8981744093527912,False,False,False,False,0,T2,"sensor_038, sensor_177, sensor_559"
