unit_id,sensor,value,timestamp,date,status,center_line,ucl,lcl,out_of_control,importance_rank
U0028,sensor_059,17.3873,2008-07-27 15:46:00,2008-07-27,Pass,2.5635,30.5028,-25.3759,No,1
U0029,sensor_059,13.1136,2008-07-27 16:06:00,2008-07-27,Pass,2.5635,30.5028,-25.3759,No,1
U0030,sensor_059,14.7073,2008-07-27 16:49:00,2008-07-27,Pass,2.5635,30.5028,-25.3759,No,1
U0031,sensor_059,29.5109,2008-07-27 20:24:00,2008-07-27,Pass,2.5635,30.5028,-25.3759,No,1
U0032,sensor_059,13.1482,2008-07-27 22:28:00,2008-07-27,Pass,2.5635,30.5028,-25.3759,No,1
U0033,sensor_059,-3.3864,2008-07-27 22:28:00,2008-07-27,Pass,2.5635,30.5028,-25.3759,No,1
U0034,sensor_059,4.4036,2008-07-27 23:14:00,2008-07-27,Pass,2.5635,30.5028,-25.3759,No,1
U0035,sensor_059,17.5473,2008-07-28 03:31:00,2008-07-28,Pass,2.5635,30.5028,-25.3759,No,1
U0036,sensor_059,-10.1245,2008-07-28 03:48:00,2008-07-28,Pass,2.5635,30.5028,-25.3759,No,1
U0037,sensor_059,13.9782,2008-07-28 04:37:00,2008-07-28,Pass,2.5635,30.5028,-25.3759,No,1
U0038,sensor_059,13.4891,2008-07-28 05:36:00,2008-07-28,Pass,2.5635,30.5028,-25.3759,No,1
U0039,sensor_059,24.9027,2008-07-28 06:45:00,2008-07-28,Fail,2.5635,30.5028,-25.3759,No,1
U0040,sensor_059,23.4736,2008-07-28 08:36:00,2008-07-28,Pass,2.5635,30.5028,-25.3759,No,1
U0041,sensor_059,15.1509,2008-07-28 15:11:00,2008-07-28,Fail,2.5635,30.5028,-25.3759,No,1
U0042,sensor_059,-2.6636,2008-07-28 23:57:00,2008-07-28,Pass,2.5635,30.5028,-25.3759,No,1
U0043,sensor_059,-2.4636,2008-07-29 04:08:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0044,sensor_059,19.3136,2008-07-29 05:16:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0045,sensor_059,8.3045,2008-07-29 06:19:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0046,sensor_059,5.03,2008-07-29 08:23:00,2008-07-29,Fail,2.5635,30.5028,-25.3759,No,1
U0047,sensor_059,12.0945,2008-07-29 11:47:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0048,sensor_059,23.1373,2008-07-29 15:41:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0049,sensor_059,25.0382,2008-07-29 15:49:00,2008-07-29,Fail,2.5635,30.5028,-25.3759,No,1
U0050,sensor_059,23.3109,2008-07-29 17:05:00,2008-07-29,Fail,2.5635,30.5028,-25.3759,No,1
U0051,sensor_059,23.9555,2008-07-29 18:08:00,2008-07-29,Fail,2.5635,30.5028,-25.3759,No,1
U0052,sensor_059,21.39,2008-07-29 21:07:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0053,sensor_059,1.5882,2008-07-29 23:14:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0054,sensor_059,0.6782,2008-07-29 23:19:00,2008-07-29,Pass,2.5635,30.5028,-25.3759,No,1
U0055,sensor_059,20.0455,2008-07-30 06:30:00,2008-07-30,Pass,2.5635,30.5028,-25.3759,No,1
U0056,sensor_059,21.8964,2008-07-30 07:08:00,2008-07-30,Pass,2.5635,30.5028,-25.3759,No,1
U0057,sensor_059,22.8809,2008-07-30 12:02:00,2008-07-30,Pass,2.5635,30.5028,-25.3759,No,1
U0058,sensor_059,2.5209,2008-07-30 12:29:00,2008-07-30,Fail,2.5635,30.5028,-25.3759,No,1
U0059,sensor_059,15.9527,2008-07-30 21:16:00,2008-07-30,Fail,2.5635,30.5028,-25.3759,No,1
U0060,sensor_059,-1.6545,2008-07-31 13:57:00,2008-07-31,Pass,2.5635,30.5028,-25.3759,No,1
U0061,sensor_059,6.7391,2008-07-31 15:36:00,2008-07-31,Pass,2.5635,30.5028,-25.3759,No,1
U0062,sensor_059,13.8118,2008-07-31 17:07:00,2008-07-31,Pass,2.5635,30.5028,-25.3759,No,1
U0063,sensor_059,18.3209,2008-07-31 20:18:00,2008-07-31,Fail,2.5635,30.5028,-25.3759,No,1
U0064,sensor_059,16.4582,2008-08-01 02:02:00,2008-08-01,Pass,2.5635,30.5028,-25.3759,No,1
U0065,sensor_059,9.05,2008-08-01 05:52:00,2008-08-01,Fail,2.5635,30.5028,-25.3759,No,1
U0066,sensor_059,18.8309,2008-08-01 10:20:00,2008-08-01,Pass,2.5635,30.5028,-25.3759,No,1
U0067,sensor_059,18.2809,2008-08-01 10:26:00,2008-08-01,Pass,2.5635,30.5028,-25.3759,No,1
U0068,sensor_059,19.8,2008-08-01 11:28:00,2008-08-01,Pass,2.5635,30.5028,-25.3759,No,1
U0069,sensor_059,11.6818,2008-08-01 12:29:00,2008-08-01,Pass,2.5635,30.5028,-25.3759,No,1
U0070,sensor_059,22.4345,2008-08-01 14:07:00,2008-08-01,Pass,2.5635,30.5028,-25.3759,No,1
U0071,sensor_059,17.1627,2008-08-01 15:10:00,2008-08-01,Pass,2.5635,30.5028,-25.3759,No,1
U0072,sensor_059,25.4573,2008-08-02 03:39:00,2008-08-02,Pass,2.5635,30.5028,-25.3759,No,1
U0073,sensor_059,20.5509,2008-08-03 13:09:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0074,sensor_059,18.6827,2008-08-03 14:06:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0075,sensor_059,25.4427,2008-08-03 14:25:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0076,sensor_059,17.6373,2008-08-03 15:03:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0077,sensor_059,24.3509,2008-08-03 15:27:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0078,sensor_059,12.0627,2008-08-03 16:00:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0079,sensor_059,9.5227,2008-08-03 17:00:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0080,sensor_059,22.9245,2008-08-03 17:58:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0081,sensor_059,9.3336,2008-08-03 20:23:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0082,sensor_059,12.5391,2008-08-03 22:52:00,2008-08-03,Pass,2.5635,30.5028,-25.3759,No,1
U0083,sensor_059,12.4309,2008-08-04 00:39:00,2008-08-04,Fail,2.5635,30.5028,-25.3759,No,1
U0084,sensor_059,28.6355,2008-08-04 03:45:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0085,sensor_059,8.6927,2008-08-04 03:49:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0086,sensor_059,-5.3055,2008-08-04 13:19:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0087,sensor_059,-8.7491,2008-08-04 14:04:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0088,sensor_059,26.6582,2008-08-04 14:31:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0089,sensor_059,28.7064,2008-08-04 15:29:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0090,sensor_059,-8.2255,2008-08-04 16:15:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0091,sensor_059,28.1191,2008-08-04 16:31:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0092,sensor_059,8.6673,2008-08-04 17:11:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0093,sensor_059,3.8509,2008-08-04 17:46:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0094,sensor_059,-15.1964,2008-08-04 18:24:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0095,sensor_059,-6.4836,2008-08-04 19:58:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0096,sensor_059,-11.2182,2008-08-04 20:32:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0097,sensor_059,11.5591,2008-08-04 20:58:00,2008-08-04,Fail,2.5635,30.5028,-25.3759,No,1
U0098,sensor_059,28.4227,2008-08-04 21:43:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0099,sensor_059,24.4727,2008-08-04 22:51:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0100,sensor_059,5.1345,2008-08-04 23:33:00,2008-08-04,Pass,2.5635,30.5028,-25.3759,No,1
U0101,sensor_059,24.8064,2008-08-05 00:04:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0102,sensor_059,27.6182,2008-08-05 01:12:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0103,sensor_059,20.5864,2008-08-05 02:15:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0104,sensor_059,27.6655,2008-08-05 02:36:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0105,sensor_059,29.0264,2008-08-05 02:45:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0106,sensor_059,27.7364,2008-08-05 03:17:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0107,sensor_059,24.8282,2008-08-05 03:36:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0108,sensor_059,24.6118,2008-08-05 03:54:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0109,sensor_059,27.7155,2008-08-05 04:32:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0110,sensor_059,23.7864,2008-08-05 04:35:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0111,sensor_059,20.6,2008-08-05 05:11:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0112,sensor_059,29.7509,2008-08-05 06:10:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0113,sensor_059,23.9945,2008-08-05 06:11:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0114,sensor_059,16.7909,2008-08-05 06:21:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0115,sensor_059,23.7136,2008-08-05 07:12:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0116,sensor_059,18.5764,2008-08-05 07:12:00,2008-08-05,Fail,2.5635,30.5028,-25.3759,No,1
U0117,sensor_059,24.2918,2008-08-05 07:48:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0118,sensor_059,25.5127,2008-08-05 08:50:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0119,sensor_059,26.7064,2008-08-05 09:48:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0120,sensor_059,8.9136,2008-08-05 14:17:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0121,sensor_059,8.9418,2008-08-05 14:45:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0122,sensor_059,6.9918,2008-08-05 15:45:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0123,sensor_059,16.6036,2008-08-05 20:04:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0124,sensor_059,16.5255,2008-08-05 21:07:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0125,sensor_059,29.1918,2008-08-05 21:22:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0126,sensor_059,10.08,2008-08-05 23:02:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0127,sensor_059,3.9055,2008-08-05 23:06:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0128,sensor_059,26.6527,2008-08-05 23:38:00,2008-08-05,Pass,2.5635,30.5028,-25.3759,No,1
U0129,sensor_059,17.6864,2008-08-06 00:04:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0130,sensor_059,15.0182,2008-08-06 02:20:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0131,sensor_059,15.7936,2008-08-06 03:22:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0132,sensor_059,6.6636,2008-08-06 05:40:00,2008-08-06,Fail,2.5635,30.5028,-25.3759,No,1
U0133,sensor_059,10.2109,2008-08-06 09:56:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0134,sensor_059,-19.1518,2008-08-06 09:57:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0135,sensor_059,22.2164,2008-08-06 12:33:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0136,sensor_059,25.8364,2008-08-06 13:35:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0137,sensor_059,25.9591,2008-08-06 17:35:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0138,sensor_059,23.8864,2008-08-06 18:00:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0139,sensor_059,23.0364,2008-08-06 18:34:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0140,sensor_059,22.7418,2008-08-06 19:13:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0141,sensor_059,-9.2836,2008-08-06 19:24:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0142,sensor_059,-17.9336,2008-08-06 20:00:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0143,sensor_059,23.5609,2008-08-06 20:17:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0144,sensor_059,-8.3127,2008-08-06 21:15:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0145,sensor_059,5.3382,2008-08-06 22:27:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0146,sensor_059,23.8745,2008-08-06 23:40:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0147,sensor_059,27.3427,2008-08-06 23:45:00,2008-08-06,Pass,2.5635,30.5028,-25.3759,No,1
U0148,sensor_059,17.3018,2008-08-07 00:51:00,2008-08-07,Pass,2.5635,30.5028,-25.3759,No,1
U0149,sensor_059,26.2655,2008-08-07 07:30:00,2008-08-07,Pass,2.5635,30.5028,-25.3759,No,1
U0150,sensor_059,-21.2055,2008-08-07 08:21:00,2008-08-07,Pass,2.5635,30.5028,-25.3759,No,1
U0151,sensor_059,-7.5382,2008-08-07 08:45:00,2008-08-07,Pass,2.5635,30.5028,-25.3759,No,1
U0152,sensor_059,4.3109,2008-08-07 08:55:00,2008-08-07,Pass,2.5635,30.5028,-25.3759,No,1
U0153,sensor_059,29.1164,2008-08-07 10:12:00,2008-08-07,Pass,2.5635,30.5028,-25.3759,No,1
U0154,sensor_059,15.8609,2008-08-07 11:10:00,2008-08-07,Pass,2.5635,30.5028,-25.3759,No,1
U0155,sensor_059,26.7745,2008-08-07 11:40:00,2008-08-07,Fail,2.5635,30.5028,-25.3759,No,1
U0156,sensor_059,-3.2509,2008-08-08 04:55:00,2008-08-08,Pass,2.5635,30.5028,-25.3759,No,1
U0157,sensor_059,0.2309,2008-08-08 07:26:00,2008-08-08,Pass,2.5635,30.5028,-25.3759,No,1
U0158,sensor_059,26.4509,2008-08-08 08:44:00,2008-08-08,Fail,2.5635,30.5028,-25.3759,No,1
U0159,sensor_059,-12.1527,2008-08-08 12:37:00,2008-08-08,Fail,2.5635,30.5028,-25.3759,No,1
U0160,sensor_059,-1.5664,2008-08-08 20:21:00,2008-08-08,Pass,2.5635,30.5028,-25.3759,No,1
U0161,sensor_059,14.6455,2008-08-08 21:22:00,2008-08-08,Pass,2.5635,30.5028,-25.3759,No,1
U0162,sensor_059,9.6745,2008-08-08 21:53:00,2008-08-08,Pass,2.5635,30.5028,-25.3759,No,1
U0163,sensor_059,9.8418,2008-08-08 22:06:00,2008-08-08,Pass,2.5635,30.5028,-25.3759,No,1
U0164,sensor_059,-5.8682,2008-08-08 22:25:00,2008-08-08,Pass,2.5635,30.5028,-25.3759,No,1
U0165,sensor_059,-12.1373,2008-08-09 02:15:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0166,sensor_059,12.8364,2008-08-09 02:37:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0167,sensor_059,9.4982,2008-08-09 06:05:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0168,sensor_059,2.5827,2008-08-09 09:16:00,2008-08-09,Fail,2.5635,30.5028,-25.3759,No,1
U0169,sensor_059,15.1073,2008-08-09 09:22:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0170,sensor_059,4.4282,2008-08-09 11:42:00,2008-08-09,Fail,2.5635,30.5028,-25.3759,No,1
U0171,sensor_059,17.7927,2008-08-09 17:34:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0172,sensor_059,22.7927,2008-08-09 19:03:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0173,sensor_059,4.6609,2008-08-09 20:04:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0174,sensor_059,26.0509,2008-08-09 21:07:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0175,sensor_059,17.1673,2008-08-09 22:15:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0176,sensor_059,27.7282,2008-08-09 22:37:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0177,sensor_059,-13.1245,2008-08-09 23:17:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0178,sensor_059,-10.8745,2008-08-09 23:34:00,2008-08-09,Pass,2.5635,30.5028,-25.3759,No,1
U0179,sensor_059,-13.3573,2008-08-10 00:09:00,2008-08-10,Pass,2.5635,30.5028,-25.3759,No,1
U0180,sensor_059,-2.2809,2008-08-10 00:46:00,2008-08-10,Pass,2.5635,30.5028,-25.3759,No,1
U0181,sensor_059,4.9745,2008-08-10 06:00:00,2008-08-10,Fail,2.5635,30.5028,-25.3759,No,1
U0182,sensor_059,0.3764,2008-08-10 06:41:00,2008-08-10,Pass,2.5635,30.5028,-25.3759,No,1
U0183,sensor_059,27.4136,2008-08-10 07:01:00,2008-08-10,Fail,2.5635,30.5028,-25.3759,No,1
U0184,sensor_059,-10.1291,2008-08-10 11:16:00,2008-08-10,Pass,2.5635,30.5028,-25.3759,No,1
U0185,sensor_059,-11.4709,2008-08-10 11:49:00,2008-08-10,Pass,2.5635,30.5028,-25.3759,No,1
U0186,sensor_059,3.8964,2008-08-10 12:22:00,2008-08-10,Pass,2.5635,30.5028,-25.3759,No,1
U0187,sensor_059,12.8982,2008-08-10 15:59:00,2008-08-10,Fail,2.5635,30.5028,-25.3759,No,1
U0188,sensor_059,0.4836,2008-08-10 19:07:00,2008-08-10,Pass,2.5635,30.5028,-25.3759,No,1
U0189,sensor_059,12.3073,2008-08-10 20:07:00,2008-08-10,Fail,2.5635,30.5028,-25.3759,No,1
U0190,sensor_059,21.7573,2008-08-10 22:26:00,2008-08-10,Fail,2.5635,30.5028,-25.3759,No,1
U0191,sensor_059,10.0236,2008-08-11 03:06:00,2008-08-11,Pass,2.5635,30.5028,-25.3759,No,1
U0192,sensor_059,8.0636,2008-08-11 04:09:00,2008-08-11,Pass,2.5635,30.5028,-25.3759,No,1
U0193,sensor_059,2.0427,2008-08-11 05:15:00,2008-08-11,Pass,2.5635,30.5028,-25.3759,No,1
U0194,sensor_059,17.4,2008-08-11 11:35:00,2008-08-11,Pass,2.5635,30.5028,-25.3759,No,1
U0195,sensor_059,3.28,2008-08-11 12:38:00,2008-08-11,Pass,2.5635,30.5028,-25.3759,No,1
U0196,sensor_059,9.2527,2008-08-12 04:23:00,2008-08-12,Pass,2.5635,30.5028,-25.3759,No,1
U0197,sensor_059,-17.3591,2008-08-12 06:16:00,2008-08-12,Pass,2.5635,30.5028,-25.3759,No,1
U0198,sensor_059,-9.4964,2008-08-12 10:54:00,2008-08-12,Pass,2.5635,30.5028,-25.3759,No,1
U0199,sensor_059,-7.9627,2008-08-12 11:29:00,2008-08-12,Pass,2.5635,30.5028,-25.3759,No,1
U0200,sensor_059,1.1173,2008-08-12 12:04:00,2008-08-12,Pass,2.5635,30.5028,-25.3759,No,1
U0201,sensor_059,8.3918,2008-08-13 02:48:00,2008-08-13,Pass,2.5635,30.5028,-25.3759,No,1
U0202,sensor_059,-15.5318,2008-08-15 03:26:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0203,sensor_059,9.6564,2008-08-15 04:14:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0204,sensor_059,13.7,2008-08-15 05:13:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0205,sensor_059,6.5191,2008-08-15 09:38:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0206,sensor_059,5.3118,2008-08-15 10:14:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0207,sensor_059,7.7745,2008-08-15 11:42:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0208,sensor_059,23.9018,2008-08-15 18:19:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0209,sensor_059,-0.3327,2008-08-15 19:19:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0210,sensor_059,20.7782,2008-08-15 20:00:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0211,sensor_059,24.26,2008-08-15 20:03:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0212,sensor_059,6.7073,2008-08-15 23:31:00,2008-08-15,Pass,2.5635,30.5028,-25.3759,No,1
U0213,sensor_059,29.7264,2008-08-16 02:21:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0214,sensor_059,11.4855,2008-08-16 05:47:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0215,sensor_059,28.3127,2008-08-16 06:52:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0216,sensor_059,13.7255,2008-08-16 07:33:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0217,sensor_059,18.8673,2008-08-16 08:39:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0218,sensor_059,5.5782,2008-08-16 08:41:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0219,sensor_059,25.5282,2008-08-16 09:44:00,2008-08-16,Fail,2.5635,30.5028,-25.3759,No,1
U0220,sensor_059,5.9945,2008-08-16 13:51:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0221,sensor_059,2.7764,2008-08-16 14:30:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0222,sensor_059,2.6173,2008-08-16 15:16:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0223,sensor_059,20.8336,2008-08-16 15:19:00,2008-08-16,Fail,2.5635,30.5028,-25.3759,No,1
U0224,sensor_059,27.3,2008-08-16 23:48:00,2008-08-16,Pass,2.5635,30.5028,-25.3759,No,1
U0225,sensor_059,5.4191,2008-08-17 00:52:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0226,sensor_059,5.9136,2008-08-17 01:53:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0227,sensor_059,5.3782,2008-08-17 03:17:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0228,sensor_059,-11.2309,2008-08-17 03:18:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0229,sensor_059,-1.8473,2008-08-17 03:46:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0230,sensor_059,25.43,2008-08-17 04:19:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0231,sensor_059,15.4555,2008-08-17 05:21:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0232,sensor_059,0.7582,2008-08-17 12:16:00,2008-08-17,Fail,2.5635,30.5028,-25.3759,No,1
U0233,sensor_059,-12.0473,2008-08-17 13:34:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0234,sensor_059,-10.2673,2008-08-17 14:21:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
U0235,sensor_059,1.1591,2008-08-17 15:25:00,2008-08-17,Pass,2.5635,30.5028,-25.3759,No,1
